2024-03-19 17:46:35,137 INFO    StreamThr :2009248 [internal.py:wandb_internal():86] W&B internal server running at pid: 2009248, started at: 2024-03-19 17:46:35.136788
2024-03-19 17:46:35,138 DEBUG   HandlerThread:2009248 [handler.py:handle_request():146] handle_request: status
2024-03-19 17:46:35,140 INFO    WriterThread:2009248 [datastore.py:open_for_write():85] open: /home/liqing/MORL/Metro-Line/wandb/run-20240319_174635-blzmfp0a/run-blzmfp0a.wandb
2024-03-19 17:46:35,140 DEBUG   SenderThread:2009248 [sender.py:send():382] send: header
2024-03-19 17:46:35,142 DEBUG   SenderThread:2009248 [sender.py:send():382] send: run
2024-03-19 17:46:35,648 INFO    SenderThread:2009248 [dir_watcher.py:__init__():211] watching files in: /home/liqing/MORL/Metro-Line/wandb/run-20240319_174635-blzmfp0a/files
2024-03-19 17:46:35,648 INFO    SenderThread:2009248 [sender.py:_start_run_threads():1136] run started: blzmfp0a with start time 1710841595.136576
2024-03-19 17:46:35,655 DEBUG   HandlerThread:2009248 [handler.py:handle_request():146] handle_request: check_version
2024-03-19 17:46:35,656 DEBUG   SenderThread:2009248 [sender.py:send_request():409] send_request: check_version
2024-03-19 17:46:35,743 DEBUG   HandlerThread:2009248 [handler.py:handle_request():146] handle_request: run_start
2024-03-19 17:46:35,770 DEBUG   HandlerThread:2009248 [system_info.py:__init__():32] System info init
2024-03-19 17:46:35,770 DEBUG   HandlerThread:2009248 [system_info.py:__init__():47] System info init done
2024-03-19 17:46:35,771 INFO    HandlerThread:2009248 [system_monitor.py:start():194] Starting system monitor
2024-03-19 17:46:35,771 INFO    SystemMonitor:2009248 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-19 17:46:35,771 INFO    HandlerThread:2009248 [system_monitor.py:probe():214] Collecting system info
2024-03-19 17:46:35,772 INFO    SystemMonitor:2009248 [interfaces.py:start():190] Started cpu monitoring
2024-03-19 17:46:35,772 INFO    SystemMonitor:2009248 [interfaces.py:start():190] Started disk monitoring
2024-03-19 17:46:35,773 INFO    SystemMonitor:2009248 [interfaces.py:start():190] Started gpu monitoring
2024-03-19 17:46:35,774 INFO    SystemMonitor:2009248 [interfaces.py:start():190] Started memory monitoring
2024-03-19 17:46:35,774 INFO    SystemMonitor:2009248 [interfaces.py:start():190] Started network monitoring
2024-03-19 17:46:35,807 DEBUG   HandlerThread:2009248 [system_info.py:probe():196] Probing system
2024-03-19 17:46:35,809 DEBUG   HandlerThread:2009248 [system_info.py:_probe_git():181] Probing git
2024-03-19 17:46:35,815 DEBUG   HandlerThread:2009248 [system_info.py:_probe_git():189] Probing git done
2024-03-19 17:46:35,815 DEBUG   HandlerThread:2009248 [system_info.py:probe():244] Probing system done
